ReviewID,Reviewer Name,Review,Rating,Date-of-Review
260306393,,the picture of the movies was amazing. the reason for the half star. everything else with the movie was just horrible. they took out every good part from the original movie. there is no words to explain how horrible the singing was. dont care who they got to sing. honestly the 1980 movie was 100% better. even my 5yr old. said daddy can we go home and watch the original lion king. please you aim for the younger generation and they would rather watch the 1980 movie. now thays sad,0.5,2019-08-27T02:57:09.009Z
972972878,Q T,"Seth Rogen was the only good thing in it. There were some songs they got right, but overall, not great.",2.5,2019-08-27T00:50:01.793Z
977880733,Kevin S,"Shot for shot remake of the original. As far as remakes go this was fine, but unfortunately most of what is praiseworthy about it belongs to a different movie. The animation was photorealistic, which deserves it's own sort of praise, but photorealistic lions don't emote much.",2.5,2019-08-26T22:49:07.853Z
977883009,Serena S,"The cartoon was more emotional. 
(SPOILERS)
What I don't understand is if they tried to copy the original almost scene by scene, why did they rush and changed the most important ones? Mufasa's death scene and the part when Nala and Simba find each other again and Nala talk to Pumbaa and Timon explaining Simba and Rafiki's interaction without running away quickly. Overall the movie was great, if you never saw the original one to make comparisons...",3.5,2019-08-26T22:24:49.321Z
978213800,David N,"Compared to the original one, this movie is dark, violent and depressing. ",0.5,2019-08-26T20:58:40.039Z
921771525,,Brought back memories!,5.0,2019-08-26T20:01:21.501Z
978213361,jasmine e,Just made me want to watch the original instead ,3.0,2019-08-26T19:06:33.512Z
977205517,Forest N,An outstanding recreating of the original! The CGI was amazing and the shot composition made for some truly outstanding scenes. The songs were still there but did not feel out of place. ,5.0,2019-08-26T18:26:38.126Z
978213569,Delilah S,"If you want to watch the Lion King go see the original. The remake misses the mark. While the visuals are absolutely phenomenal everything else falls pretty flat. Due to the animals realism they lack facial expressions majorly taking you out of the story and making comedic moments fall flat. The voice casting was ok, though I found at some points Beyonce's voice lacked emotion at the most important times. And the most disappointing for me was all the covers of the original songs. 

To sum it up: worth a watch for visuals and that's about it.",2.5,2019-08-26T17:31:48.474Z
917412908,,Excellent remake! The graphics are so fantastic! ,5.0,2019-08-26T05:26:36.796Z
978013158,Lucas M,"Overall, I really enjoyed this movie. Looked stunning, and the voice acting was great. Only knock I have is that some parts could've had more emotional impact.",4.0,2019-08-26T04:57:45.331Z
978212904,Bo K,They stayed true to the original movie but I enjoyed the music way more in the original.  Crazy how they even filed this movie. ,3.5,2019-08-26T02:49:57.690Z
978212766,Jessica J,"This one was a Meh to me. What they did with CGI, Cast, and made it so beautiful. But it felt souless. I would have prefered if they added more to it then a scene by scene play thru of just a updated version unlike some of their other remakes. I Loved though the Timon and Pumba dynamic, it added that bit of mojo for me that the rest of the film lacked.
The original is hard to beat so why try to make it the original updated.",2.5,2019-08-26T00:40:38.387Z
907290512,Chris C,"I loved ""The Lion King."" The music was awesome and the humor was fun. I had a great time watching it in Dolby at my local theater. ",5.0,2019-08-26T00:21:09.203Z
976812282,Terrie M,"The movie was visually stunning, but still not as good as the original. I agree with others that it lost some of the humor and charm from the original.",3.5,2019-08-25T23:27:57.452Z
260313439,,Love how it looks like real animals it is so good really like the movie,5.0,2019-08-25T23:05:48.353Z
978212638,Nicolas S,"Cenas impressionantemente realistas, bastante fiel ao original... Ótimo!",5.0,2019-08-25T22:24:19.336Z
260212732,,The movie commercials motivated me to see the movie. I was over sold. To be fair some little kids clearly liked some of the comedy. ,1.5,2019-08-25T21:48:27.537Z
978212488,Candy C,"Despite disagreeing with their existence in principle, I've actually enjoyed several of Disney's remakes; Beauty and the Beast was satisfying, and Cinderella was downright sweet. But this movie? Meh. What on earth was the point of it? Sure, it's visually stunning, no doubt about that. But is this a movie, or 110 minutes of what we can do with animation these days? Besides the fact that this was pretty much shot-for-shot the exact same film we all know, it wasn't even that good. How this film could boast such an amazing cast and yet seem so incredibly badly cast is a total mystery. I can't put my finger on what it is about this movie that makes it miss the mark on comedy, on heart, and on wonder, but it does. I was mildly entertained, but nothing more. ",2.0,2019-08-25T21:15:36.974Z
975115995,Samantha S,Unfortunately it was very forgettable ,2.0,2019-08-25T21:12:55.879Z
969103932,natalie w,"I hated this movie. The music wasn't good and the small tweaks to the original story line made for a worse experience. This movie was obviously made for children under 8, I don't know how anyone else could enjoy this.",1.0,2019-08-25T20:18:11.439Z
978212446,Christopher A,Not as good as the original.,2.0,2019-08-25T19:51:29.026Z
901715147,,"Loved it and so did the kids. It was weird watching the live version having so much familiarity with the animated film, still excellent. ",4.5,2019-08-25T16:34:36.015Z
978212252,Jarvis M,"It's incredible experience of technology with entertainment from Disney 
I'd like to thanks Disney and the director of lion King Jon Favreau.
He is an amazing director and actors also 
😏😏😏😏😏😏",3.0,2019-08-25T16:32:23.923Z
904388329,,"Although I did enjoy this version, there's just nothing like the original! This was good, and all the voice actors did a great job. Especially loved Timon and Pumba. Overall it was good. ",4.0,2019-08-25T16:22:18.100Z
978212171,Carol K,Loved it..brought back some nostalgic memories,5.0,2019-08-25T15:23:44.995Z
978212017,Madison B,"I thought the movie was extremely good to be honest. The colours, the CGI animation, the beautiful realistic sunsets and water and rocks... I went to see it with my grandma and sisters. It was truly a lovely movie and the songs gave me nostalgia. It was a better done, happy relived story and I'm so happy this was remade.",4.0,2019-08-25T12:30:10.006Z
931688785,Meszya A,Better watch Discovery channel  instead of  wasting your money  and time,0.5,2019-08-25T09:56:03.787Z
977485576,Cal W,"It's a jolly good film. I never saw the previous versions so I can't compare. The animation IS awesome. Then why only 3 1/2 stars? Because 'awesome' (the 4 star rating heading)  is just a bit strong for the film overall, hence the loss of half a star.  Best of the Disney remakes so far.",3.5,2019-08-25T09:04:39.969Z
965025728,A U,"Disney has achieved excellence once again the new Lion King was amazing! I loved how it was similar and different from the original, the 2019 version definitely does not try to replicate the 1994 original, it is unique and brings the same beloved story  to a whole new generation of Kids. It is suitable for the whole family and also all those who have grown up with The Lion King. ",3.5,2019-08-25T08:59:33.439Z
901130151,,My kids and I loved it! Just like the original. Can’t wait to watch it at home with the family. ,5.0,2019-08-25T05:26:47.386Z
978211654,Jesse P,"This movie was not great.  It was not even okay.  It was a complete and utter cash grab of a film.  My girlfriend and I left shortly after the gorge scene because we could not stand this film.  

My single most significant criticism for the film is that all of the acting that we saw up to that point felt utterly phoned in from the start of the film.  Even Jame Earl Jones, who I love sounded like he was cold reading lines.  Every single actor felt like they were reading lines on a page with total indifference.  There was no sense of urgency or any emotion at all with the characters.

The significant scenes leading up to the gorge scene felt eviscerated of meaning due to this fact — scenes like when Mufasa is scolding Simba after saving them from the hyenas.  Mufasa did not have emotion in his voice at all.  Worse yet during the gorge scene Scar saying his famous line, and Mufasa falling to his death, again wholly flat. 

Upon walking out on the film, we immediately went and picked up a copy of the original movie and noticed a very significant difference, especially with James Earl Jones' Mufasa.  Every character felt alive and emotionally grounding, whereas the CGI film just felt flat and did not try to immerse you.
 
The film felt like a cash grab with big list actors to try and draw in crowds who were excited based on their memories from the original.  I was one of them.  Immediately from the start, this film felt off and continued to get worse as it progressed.  I have never in my life felt compelled to leave a theater until seeing this film.   ",0.5,2019-08-25T05:08:48.509Z
978211615,Kyle J,It was nice that they stuck with the old movie dialog but it was much too long. ,2.5,2019-08-25T04:31:07.091Z
978211573,Erica S,We loved this even more than the original. It was stunning and emotional. ,5.0,2019-08-25T03:42:41.074Z
978094062,J H,"If you are looking for an example of when a copy of a copy is a good thing, then 2019's lion king is not for you. When Disney copied Tezuka's Kimba the white lion, I loved it. It was great! When Disney tried to copy themselves, it was not so good. The only thing more unoriginal than Walt Disney these days is...nothing. They have zero originality today. They should call Tezuka's grandson and ask for some ideas. ",3.0,2019-08-25T02:21:21.026Z
260305616,,"Same exact movie, I just prefer the cartoon. Still a good movie always. ",3.0,2019-08-25T01:58:10.571Z
888643038,Kristal J,"Not a fan of the voice actors chosen,  especially scar. ",1.5,2019-08-25T00:48:05.728Z
978211221,Clara C,It was exceptional so amazing and a little more detail added to describe unexplained things I loved it and I hope it gets a sequel (aka The Lion King II Simba's Pride) made into live action 😁❤️,5.0,2019-08-24T23:09:08.800Z
782293347,Virginia B,"Terrible, I almost wanted to walk out. Scene for scene the EXACT same movie as the original. There was so much room for creativity in this movie and the CG was amazing, but I guess the director wanted to be lazy and make the same movie. ",1.0,2019-08-24T23:09:06.005Z
892509234,,"Wow, very disappointing. If it wasn't for my 7 year old, we would have walked out. The kids thought it was ok but as an adult it was painfully boring to sit through. I could have fallen asleep. ",1.0,2019-08-24T22:35:30.114Z
978211059,Archie B,Just Another Painfully Average Disney Cash Grab,3.0,2019-08-24T21:23:26.201Z
978135218,Xander  L,I know the whole Disney is only doing this for the money thing but this one is the only one I actually liked. Because people were mad that they changed too much in the other but yet this one does a mixture of the original book and movie and yet people still doesn't like it. In my opinion the only thing bad about it was Beyoncé's singing in it because you can hear the autotune. And the other problem was the death scene of Mufasa because the kid didn't put emotion to it. Everything else is fine,3.5,2019-08-24T20:50:31.531Z
976224374,,"Visually stunning, nice substance, but they need to improve on the animals’ facial animation. ",4.5,2019-08-24T19:14:57.091Z
977836962,Vincius P,The movie is really visually astonishing but the lack of expression on the characters downgraded the movie to me,2.5,2019-08-24T18:24:30.782Z
978210656,Mazen M,Emotional and enjoyable,4.0,2019-08-24T17:59:20.515Z
978105970,Larry  B,Beautiful film. Amazing animation.,5.0,2019-08-24T17:49:54.574Z
978210800,Logan S,"Just a shot for shot remake of the original, only the photo realism causes it to lose the character the original had",0.5,2019-08-24T16:58:23.294Z
793501112,David C,"Soulless film with strong technical achievements. A prime example of this is the song ""Can you Feel the Love Tonight"" sung in broad daylight. Visually appealing, but it just goes to show how little attention to story the filmmakers paid. Nothing here improves on the original, in fact if anything it detracts from it. And son we get another lame recycled live-action Disney film with nothing to roar about. Not even Beyonce's voice can save it from being barely a whimper... ",2.0,2019-08-24T16:35:22.699Z
978210696,Brigitte F,"Bring hand drawn animation back! Yes, I get a bit of nostalgia running through my brain when I hear the words and yet see a different image that was so iconic it's wrong to mess with. Computer realism is awesome for most movies, but not to remake a masterpiece. Realism kills the expressions so endearing in the original film. I sang a long and as I watched the movie I envisioned the original in its place. It felt more like a sing-a-long and feel good experience because of the music than any other experience that this film was new, just recycled into a visually boring film.",2.0,2019-08-24T16:02:49.317Z
978207266,Mahendra C,"The Lion King is a 2019 live-action remake of 1994's animated movie of the same name.
It is directed by Jon Favreau, who previously directed Disney's The Jungle Book. It uses
the photorealistic computer-animation technique to create animals. The 1994's version is
one of the best movies of all time. So does this movie lives up to all hype? Definitely.
All animals look so realistic that you can't differentiate between them and those in
National Geographic's documentary. It is visually stunning. But at the same time, this is
one of the limitations of the movie too. Since all animals look real, it limits the ability to
show expression like in animation one can show shocking expression by very big eyes,
which will look little awkward if they try that in live-action. The movie keeps zoological
authenticity.
It would be a little injustice to the movie if we compare it with 1994's version as
childhood memories are always sweeter and this is the reason the older one will always
be better than the later one.
As an individual, I really enjoyed the movie. The lovely Father-Son relation, their
bonding, Mufasa's philosophy and lessons to Simba are still very effective. One can
easily connect with them. When Simba puts his paw on the impression of his Father's
paw, the scene is literally heart touching.
Seth Rogen and Billy Eichner are delightful as Pumbaa and his best friend Timon. Both
characters entertain people a lot. They teach Simba a new philosophy ""Hakuna Matata""
which was opposite of Mufasa's Philosophy.
There is a lot to learn from The Lion King. The movie teaches so many lessons of life and
perfectly depicts human nature with the help of animals.",4.0,2019-08-24T13:31:42.221Z
978210574,Igor S,"Ótimo,   porém  algumas coisinhas me incomodaram... ",4.5,2019-08-24T13:14:30.801Z
967023256,Francisco L,"This movie doesn't have the magical visual effects of the first movie, the apathic animals aren't effective as the animated ones and there are some scenes that seems kinda stupid like the scene with the song ""Circle of life"". It was unnecessary but it will be nostalgic for some fans (not for me).",2.0,2019-08-24T12:31:12.755Z
978210472,Aaron S,"Awful awful remake. Voice acting was terrible from everyone and they ruined basically all the songs.
Be prepared is my favourite from the original and it's barely a song in this one. Can you feel the love tonight isn't even done at night anymore but the lyrics are the same 🙄
Only redeeming factors are Edd the Hyena, Timone, and Pumba",1.5,2019-08-24T10:11:17.912Z
978209689,Fredrik A,"Great movie! Nothing like its predecessor, but still a solid piece of work.",4.0,2019-08-24T09:20:39.489Z
977265260,Kat R,"I love every minute of it. Pumba was hilarious, so was Timon. I loved the music and the graffics were fantastic. It was so real life like.",5.0,2019-08-24T05:13:28.947Z
785369549,Steven L,"The live action adaptation was great. Loved the movie. Even though you now what will happen in the movie, the small changes made helped you stay engaged. It's great they kept the music, and great to sing a long with. The CGI was top notch, better than the Jungle Book. Such a nostalgia movie.",4.5,2019-08-24T05:09:22.537Z
978199255,Cesar A,"Me recordo a la original, es presciosa y nostalgica, no se que esperaba la crítica!!!! ",4.0,2019-08-24T03:47:02.755Z
967103462,,the original version is better.,1.5,2019-08-24T00:23:09.850Z
978209922,Harry H,Was a good enough remake of the original but a bit violent for younger viewers ,3.0,2019-08-23T22:29:27.483Z
909527996,,"Beautiful, but so hard to love as much as before. There’s so much expression to the music that doesn’t match what I see. Animation is top notch, though.",3.5,2019-08-23T22:29:08.424Z
937307992,Joseph E,Nothing really impressive but still a must see! ,3.5,2019-08-23T22:12:57.167Z
901122880,,Not a classic like the animated original.,4.0,2019-08-23T21:52:48.415Z
978209753,Froster X,I hate all Remakes from Disney,0.5,2019-08-23T19:07:15.017Z
978209459,Vladislav B,"No emotions, no feelings, no motion, no beauty, just a demonstration of the possibilities of computer graphics on the brilliant creation of the past. 

I don't understand what it was created for. If Disney will puts together a box office, I'm disappointed in society.",0.5,2019-08-23T13:38:41.531Z
783964883,Kevin K,"The voice acting in the original one was more tonal and dramatic, and in my opinion, better. This version seems to have cut out a lot of dialogue in favor of more exposition so that the plot and character motives become much more obvious.The only time where I felt like this was an improvement was the first scenes showing the changes to the pride lands. Most of the musical scores were true to the original, but they ruined ""Be Prepared"". All in all I would still recommend the original over the remake, as animation is a medium that ages well anyway",2.5,2019-08-23T13:23:28.045Z
978209385,Edam  M,"This remake completely ruined what made the original... wonderfully original. The ossessive search of photorealistic CGI washed off facial expressions of the animals, resulting the dubbers voices completely out of context, leaving you the impression that the animal is not talking.

Despite all this, the CGI is so well made that this movie can be named something like Savannah Documentary. ",1.5,2019-08-23T11:50:48.821Z
978209377,WILLIAM B,Nothing much new here and the more realistic animals didn't do much to the story. It was worth taking my young children to who haven't seen the original animated version but for those who have won't get much out of it.,3.0,2019-08-23T11:31:54.298Z
978209364,Erika L,Very nice Movie! We both cried..( mom and 4 years old daughter),5.0,2019-08-23T11:09:11.092Z
978209350,Trevor W,"The screen play was good, however it lacked the passion in the character's speech a lot of the time it was more like it was being narrated, if they combined the updated graphics with the old soundtrack it would be perfect.",3.5,2019-08-23T10:53:56.961Z
978209246,Anthony S,I had to sit through it... death was a viable option to get out of it.,0.5,2019-08-23T08:23:26.025Z
978209231,lion i,"Хорошее кино советую смотреть
here https://kinolion.fun/filmy/53976-korol-lev.html",5.0,2019-08-23T07:31:31.841Z
922072797,,"Somewhat decent movie, but the characters were disappointing. ",2.0,2019-08-23T06:16:52.804Z
966701625,Hope L,"I don't think the fact that it's almost exactly like the original is an issue. That's what should be expected. The problem is that they *didn't* recreate the original scenes to properly represent the original. I feel like they could have easily included more emotion and time for important scenes (which is what the audience is specifically interested in for nostalgia). The movie simply feels rushed. It seems like, because the main focus of this film was for the CGI to be breathtaking, that there wasn't enough attention to other important factors when it comes to creating movies. Timing, improvisation, and being more careful with details doesn't seem to have been on their minds. l did enjoy this movie, but when it's clear that so much could have easily been corrected to make the film better, it's disappointing. ",3.5,2019-08-23T05:11:15.724Z
904373410,,Pleasantly surprised of how this came together ,3.5,2019-08-23T04:49:41.235Z
978178106,Yat Tung C,So weird that the plot is same as the one in 1994. ,0.5,2019-08-23T03:27:53.022Z
861465451,Elissa P,"Visual effects amazing. They really paid attention to detail (except genitals & blood). It's very much a 3D adaptation of the original except that several of the songs are out of place and don't have the OOMF of the original (Be Prepared, Can You Feel the Love Tonight).",3.0,2019-08-23T01:29:48.272Z
978208955,Izzy B,It was a good movie. It had good CGI but would I watch it again probably not.,4.0,2019-08-23T01:04:33.092Z
978208937,Poverty R,"To no one's surprise it had the same story as the original Lion King. An updated cast and vocal talent still did not do it justice. Timon (Billy Eichner) and Pumbaa (Seth Rogen) stole the show with their comedic performance. The voice recordings seemed a bit off throughout the movie. Almost as if all voices, songs, and acting were done from in separate studios and mashed together. I was entertained, however not worth seeing in theaters. 
Thanks for reading  :)",3.5,2019-08-23T00:57:36.491Z
978187322,Alex C,A shot-for-shot-remake… Why?,2.0,2019-08-23T00:13:57.681Z
966121979,Stephen M,"I loved this movie 
",5.0,2019-08-22T23:57:42.468Z
977536013,Dj P,"It was an okay adaptation, but the animated movie was much better. This movie was just not meant to be live-action.",3.0,2019-08-22T23:10:34.796Z
978208841,Kimberly Y,"I liked this movie. It was kind of what I was expecting from a ""live-action"" version of the cartoon movie. I think it could have been more visually vibrant, I was expecting more color. Overall, it was a good movie. ",5.0,2019-08-22T22:41:35.966Z
978208813,Joseph R,We lived this movie.   We knew the story already but enjoyed seeing it play out in real life.,5.0,2019-08-22T21:55:36.494Z
978205338,ALEXANDRA K,"Honestly, did go only cause I LOVE the 1993's The Lion King. Expected more, was a bit disappointed on graphics and how some characters look. Beyonce's voice is always Beyonce's voice. Also, it can't be a savior all the time. :)

Won't watch it again.",3.0,2019-08-22T21:38:13.753Z
978077556,Kellie M,"If the cartoon hadn't been the original, I'd say this was a 100%. But unfortunately there wasn't enough deviation and variation to make this movie original enough like the remake of the Jungle Book. Still a stellar cast and fun to watch with the family. And I came to realize that this generation hasn't seen the cartoon! And with that perspective, I love it!! Well done ☺️",5.0,2019-08-24T17:40:45.702Z
978208633,Gloria G,I was so excited for this movie and got out of it so disappointed. It was my childhood movie and this remake is just awful. The only thing I liked was Pumba as a baby ,0.5,2019-08-22T18:22:36.517Z
975119888,,Good movie... CGI was incredible. Only thing I didn’t like was the singing.... the singing was way different from the original songs ,4.0,2019-08-22T16:05:53.632Z
260315075,,"The photorealistic animation of the film proves to be it’s undoing, ripping away the original’s vibrance and creativity, while simultaneously failing to go for any new direction at all, leading to an objectively worse product.",2.0,2019-08-22T15:04:17.589Z
978208332,Brie J,"It was the same story as the original however it lacked colour, warmth and failed to draw me in. I felt the story is great in a cartoon format, but when taken to a nore real life appeal, it just didnt seem to work. ",1.5,2019-08-22T11:49:41.635Z
841686232,Kristina P,"The new version lost a lot of the energy, soul, power and vividness of the original. Not to mention how much I miss the voice of Jeremy Irons...",2.0,2019-08-22T09:30:30.632Z
978075437,Alejandro V,"Me parece una remasterización bien lograda de la que fue en su momento una de las mejores películas de Disney, y que ahora es considerada un clásico de esta compañía.

Creo que ahora podemos disfrutar de un buen live-action de una buena cinta que marco la infancia de muchos THE LION KING.",4.0,2019-08-22T07:39:38.757Z
978208165,Roberto G,"It's hard to not watch this movie while comparing every single scene to the original one. While the CGI is very impressive and life-like, it just doesn't hold a candle to hand drawn traditional animation. It's not bad, I just can't think of why you shouldn't just watch the original one instead.",3.0,2019-08-22T07:25:54.858Z
260217709,,"A good movie, but not as good as the original. I wasn't crazy about some of the casting choices, although Seth Rogen was very good. Beyonce was pretty bad.",4.0,2019-08-22T05:35:00.314Z
846361138,Diane H,"I just found myself waiting for it to get better through the first half, and then waiting for it to be over through the last half. I was really let down. The original was my son's very first movie at a theater and had to be our favorite movie when he was little. And then we had it on VHS and watched it a million times. And then we had it on DVD and watched it a million more times. We know every word. The original was one of the best Disney movies ever, in my opinion. So, when we heard about the remake 25 years later we were excited and went to see it together again. The effects are nice, but they're not, because the characters lacked the heart and emotion and humor of the first film. It just wasn't the same at all. And Scar's character was completely different. You know, some movies just shouldn't be remade. Thumbs sadly down... way down. :(  ",1.5,2019-08-22T02:16:06.982Z
977264990,Marco P,A visual miracle. A masterpiece made even better. Standing ovation,5.0,2019-08-21T23:18:44.639Z
978207354,Jack H,I thought it was a great modern adaptation of the original Lion King. A great thing about this film was that they changed enough of it for it to be different. My only complaint was young Simba's voice actor was not the best for the role.,3.5,2019-08-21T21:56:33.036Z
974999729,,It’s was ok I was expecting more ,3.0,2019-08-21T21:45:50.134Z
978207710,Guillermo F,"The emotional expressions within the 2019 remake are almost non-existent, yet the film looks absolutely stunning in terms of technological advancements in animation throughout the years. The original movie was a product of wonderful and captivating storytelling, but the remake tosses all of this aside by creating realistic-looking animals and scenery. The beauty of the original movie was beheld on the imagination and beauty of visuals, and while this film arguably does the same, it does so in a way that does not foster creativity or atmospheric wonder.",1.5,2019-08-21T20:17:23.239Z
913470542,Antonio R,"Lion King re-imagining in 2019 is visually impeccable, it'll give goosebumps for fans (altough  could be seen cold  in some steps)  and it streghtens affection for the original masterpiece. ",3.5,2019-08-21T18:57:04.169Z
901013786,Lemon D,"Meh. Stick with the vastly superior The Lion King (1994). If I want reality, I'll watch a National Geographic documentary.",1.5,2019-08-21T18:17:33.554Z
793516435,Mireira A,"Did this movie need to be turned into ""live action""? No. 
Was it still cool to see a photo realistic version? Definitely. ",3.5,2019-08-21T17:04:03.477Z
977356531,Max P,"liked it, have a lot of nostalgia to the original one",4.0,2019-08-21T15:18:29.792Z
978198611,Bassil O,"This movie is good but not amazing because it is a shot for shot remake of the 1994 one but somehow did better than the original  and is at the time of the review the 9th highest grossing movie of cinema history although not deserving it the. The scenes that the movie does change are weird and makes me question why like instead of Simba accidentally  sending some dust to Rafiki through wind. NOW Simbas hair lands on a leaf  and is eaten by a Giraffe and then it poops it out and a dung beetle rolls it to Rafiki and it breaks , but why was Rafiki looking at poop . Do you remember that scene where Rafiki  hits Simba on his heas and says that it doesnt matter because it is in the past that is GONE all GONE , but why it was the a moral of the story . Jon favreau   has made alot better the jungle book ( 2016 ) Iron Man and more this is easily the worst movie from him yet this guy helped make ENDGAME ...  ENDGAME  the actors who I will address are Beyonce and Seth Rogen . It felt like beyonce did not try at all but thrived in the scenes where she sang but it is the opposite for Seth Rogen he was an amazing actor but not a good singer . the last thing I will say is the jokes were funny especially the thats local were is it from right there joke .It was flawed but undeserving of the criticisms it is getting I would recommend  it best to watch with family . ",4.0,2019-08-21T14:44:13.123Z
913612782,,"Good but not great. The cartoon is better but I think this is a good way to introduce a new generation to this story. If nothing else, it was enjoyable for the music. Worth seeing if you go in with the proper mindset.",3.0,2019-08-21T13:37:23.959Z
978207337,Christian A,"Super Entertaining !  Good live action, good picture & more powerful lesson. This movie could be the one of the greatest movie of all time",5.0,2019-08-21T13:17:07.527Z
978207104,Liam C,"Amazing, the best film ever made, Hakuna Matata",5.0,2019-08-21T06:40:16.833Z
978194708,David G,The original was my favorite movie but it has started to look dated.  ,5.0,2019-08-21T06:17:02.213Z
977406822,Gabriel B,this movie was good I liked it ,4.0,2019-08-21T05:08:30.719Z
974789179,Drew C,Poor remake of a classic. Lacked character and substance in every respect. ,0.5,2019-08-21T03:16:47.757Z
978206948,Kurt v,There was no need for another animated version that was almost a shot-for-shot remake of the original.  Billy Eichner and Seth Rogan were the best thing about this movie.,1.5,2019-08-21T03:07:29.102Z
926197930,Ladislao M,I thought this movie was good. Some parts felt rushed. I enjoyed the music in the movie.  The CGI was great and the visual effects were great as well. I really loved it. I give it a 9/10,4.5,2019-08-21T03:05:19.738Z
978116896,Miriam N,Pretty visuals but it lacks originality or substance.  ,2.5,2019-08-21T02:46:10.453Z
978206913,Millie K,This movie was so sureal and amazing that you lwould think the animals are real and it was just one of the best Disney movie remakes period. ,5.0,2019-08-21T02:23:46.863Z
978206778,Tracey E,"I positively loved watching this. This was my favorite animated film in the 90s and I watched it almost every single day of my childhood, so watching it come to life was simply magical. I guess some people were not pleased that it is almost exactly like the original, but that's what I loved about it. It made me nostalgic and so, so happy. The imagery throughout was so beautiful as well. My only real critique is that I thought a few of the voices didn't seem like the right fit, like Nala's, which didn't sound at all like the soft, sweet original voice, for example, and a couple of others. I also felt like some scenes were rushed or over too fast, but overall, this movie is a win for me. Love this movie now and forever.",4.0,2019-08-20T23:51:22.290Z
978206662,Addison B,Good movie. Can't compare to the original though,3.5,2019-08-20T22:32:09.967Z
977954291,Nick J,"This movie was so good. It was better than the Aladdin remake. Althought Aladdin was phenominal, this one was even better. Everything was well done. And I really underestimated Chiwetel Ejiofar's performance as Scar. He did a fantastic job. Everyone did a good job with their roles. Perfect movie to go see, but the original was better.",5.0,2019-08-20T22:20:51.426Z
978206712,Steve N,"Awful remake, boring, and couldnt understand half of the dialogue. ",0.5,2019-08-20T22:01:44.281Z
978031403,jonas  s,it's a lifeless uninteresting rehash of a classic ,0.5,2019-08-20T21:49:04.175Z
978206610,JJ B,Great movie but nothing new. ,4.0,2019-08-20T20:02:31.059Z
978206593,Nicolas B,Visual effects were awesome and a really nostalgic film in general!,5.0,2019-08-20T19:43:22.576Z
977281326,Nicholas O,Really weird looking animals. Boring. It's like a bad cover band. ,1.5,2019-08-20T18:37:55.687Z
978206259,Maurice P,#1 Movie in the world ,5.0,2019-08-20T13:28:47.074Z
978206092,Samantha J,Daft - its meant to be a cartoon,2.0,2019-08-20T09:33:53.124Z
260236931,,It is a beautiful film but at its core it is also an unnecessary film . Almost the same as the original film with very little added to make this one stand out .,2.5,2019-08-20T08:24:51.365Z
978205958,Thomas M,Beautiful movie.... Master-crafted....lives up the the original!,5.0,2019-08-20T05:33:49.812Z
978205796,Amber N,"LOVE THE MOVIE SAW IT 3 TIMES, WE TLK FANS WANT A SEAQUAL! ",5.0,2019-08-20T02:25:49.457Z
978205761,Josh S,It honored the legacy of the original.,5.0,2019-08-20T01:37:18.188Z
978205695,Mike W,"It's rare that I approve of remaking a classic film, but this version of the Lion King is fantastic for introducing the tale to a new generation. I definitely enjoyed it.",4.0,2019-08-20T00:34:39.573Z
448869182,,"The movie took the original mostly shot for shot, but removed almost all of the soul of the original. Laughs were nowhere to be heard, and it did not make me get the urge to start wanting to sing along",1.5,2019-08-19T23:53:16.203Z
978150213,Joshieee G,"The Lion King reamake dosnt quite beat its original but its very close! The visuals are stunning, but like what everyone else is saying, there isnt as much emotion.",5.0,2019-08-19T21:08:48.298Z
978205160,Scott S,Great watch. Sufficiently different from the original to add new substance to the classic tale. ,4.0,2019-08-19T15:01:05.607Z
977756610,Lori M,It was good. Maybe not suited to little children. The music was great! ,3.0,2019-08-19T14:56:46.412Z
978205108,John S,"It's like watching National Geographic with talking mouths of animals.  They left out some major fun one-liners and tried adding some (not much at all) funny parts that fell flat.  The songs were the same but sang differently so not too enjoyable.  Overall, it never should've been made.  The original is a classic and this one was Disney's way of just making more money.                                                                                          ",2.0,2019-08-19T13:52:37.296Z
978204918,McDuck D,"Utter rubbish!  voice acting and singing not a patch on the original.
Very disappointing. ",0.5,2019-08-19T10:20:52.475Z
978204858,Octa Z,"I don't even know why the director was needed here! Characters do not express any emotions at all! Each scene is copied! They ruined everything! 
Disgrace..",1.5,2019-08-19T09:32:29.179Z
977908333,Brett P,Amazing and i love that they didn't change the story line.,5.0,2019-08-19T04:16:08.053Z
977242436,RJ T,"Soulless and uninspired, I expected at least a little bit of creative liberty to have been taken ",2.5,2019-08-19T02:43:27.968Z
975094169,Walt D,Grandma and I took 3 grandkids age 11 to 15.  We all LOVED it.  The critics get only 1 star for their poor judgment.,5.0,2019-08-19T02:40:37.282Z
260271532,,"It was just okay. Had to leave, 3 year old could not stay entertained by it.",3.0,2019-08-19T02:14:07.468Z
939638264,April W,"Simbas voice actor was absolutely terrible, same with Timone, and especially the hyenas. Plus the movie messed up my 3 favorite scenes that I was super excited about. ",3.0,2019-08-19T02:06:08.962Z
969332944,,visual details were stunning.. although thee acting team seemed to have no chemistry and started to sound like American idol after a while... ,2.0,2019-08-19T01:23:11.790Z
978022148,William C,"not god-awful, but the voice acting wasn't very good in the first half, and no emotion when (the death) happened, since the live action restrained any emotional expressions. Decent enough, though.",3.0,2019-09-07T17:09:10.854Z
